id,Exercise name,Gender,instructions,avg_time_per_rep,is_per_side,exercise_type,place,equipments,requires_weight,weight_unit,recommended_weight_range
302,Medicine Ball Throw to Chase,both,1. Throw ball forward as far as possible. 2. Sprint to retrieve it. 3. Repeat.,3,false,Strength,Gym,"[""Medicine Ball""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
303,Medicine Ball V-Ups,both,1. Lie flat holding ball overhead. 2. Lift legs and torso to touch ball to toes. 3. Lower.,3,false,Strength,Gym,"[""Medicine Ball""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
304,Medicine Ball Wall Throw,both,1. Face wall. 2. Ball at chest. 3. Throw ball against wall. 4. Catch rebound.,3,false,Strength,Gym,"[""Medicine Ball""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
305,Medicine Ball Woodchops  Chops,both,1. Ball at hip. 2. Rotate and lift ball diagonally overhead.,3,false,Strength,Gym,"[""Medicine Ball""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
306,Modified  Knee Push-ups  Pushups,both,1. Pushup pos on knees. 2. Lower chest. 3. Push.,3,false,Bodyweight,Home,"[""None (Bodyweight)""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
307,Modified Bicycles  Elbow-to-Knee Crunches  Cross-body Crunches,both,"1. Feet on floor/knees bent. 2. Lift one knee, twist opposite elbow to it. 3. Return foot to floor.",3,false,Bodyweight,Home,"[""None (Bodyweight)""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
308,Modified Crunches  Crunches,both,1. Feet flat on floor. 2. Slide hands up thighs to knees.,3,false,Bodyweight,Home,"[""None (Bodyweight)""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
309,Modified Plank Shoulder Taps  Planks,both,1. Knee plank. 2. Tap shoulder.,3,false,Bodyweight,Home,"[""None (Bodyweight)""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
310,Modified Side Planks,both,1. Side plank on knees. 2. Lift hips.,3,true,Bodyweight,Home,"[""None (Bodyweight)""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
311,Monkey Bars  Climbing Frame,both,1. Hang from first bar. 2. Reach for next bar. 3. Swing and grab.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
312,Mountain Climbers  Alternating Knee-ins,both,1. Plank. 2. Run knees to chest.,1,true,Cardio,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
313,Muscle Ups,both,1. Explosive pullup (chest to bar). 2. Transition elbows over bar. 3. Dip to straight arms.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
314,Neck Stretch,both,1. Sit tall. 2. Tilt ear to shoulder. 3. Gentle hand pressure.,15,false,Stretching,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
315,Negative Pull-Ups  Pullups,both,1. Jump/Step to top of pullup. 2. Lower slowly (3-5 sec).,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
316,NuStep Machine  Recumbent Cross Trainer,both,1. Sit. 2. Push legs/pull arms recumbent.,3,false,Strength,Gym,"[""Machine""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
317,One Arm Barbell Rows,both,1. Landmine or Straddle bar? Landmine assumed. 1. Stand beside bar. 2. Hinge. 3. Row handle.,3,true,Strength,Gym,"[""Barbell""]",true,kg,"{""beginner"": ""20-40"", ""intermediate"": ""50-80"", ""advanced"": ""100+""}"
318,One Arm Kettlebell Swings,both,1. One hand on KB. 2. Hike and swing.,3,true,Strength,Gym,"[""Kettlebell""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
319,One Arm Side Push Ups,both,1. Lie on side. 2. Bottom arm hugs waist. 3. Top arm hand on floor. 4. Push up.,3,true,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
320,One-Arm Dumbbell Preacher Curl,both,1. Single arm on pad. 2. Curl.,3,false,Strength,Gym,"[""Dumbbells""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""12-20"", ""advanced"": ""25+""}"
321,One-Arm Kettlebell Push and Press,both,1. Rack pos. 2. Dip knees. 3. Drive and press.,3,false,Strength,Gym,"[""Kettlebell""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
322,One-Arm Kettlebell Rows,both,1. Hand on bench. 2. Row KB.,3,false,Strength,Gym,"[""Kettlebell""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
323,One-Arm Kettlebell Snatch,both,1. Swing KB. 2. High pull. 3. Punch through to overhead.,3,false,Strength,Gym,"[""Kettlebell""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
324,Open Scarecrows,both,1. Elbows 90 deg shoulder height. 2. Rotate hands up then down.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
325,Overhead Cable Curl  Crucifix Curls,both,1. High pulleys. 2. Stand center. 3. Curl hands to ears.,3,false,Strength,Gym,"[""Cable Machine""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
326,Overhead Dumbbell Squats,both,1. Arms locked overhead. 2. Squat deep.,3,false,Strength,Gym,"[""Dumbbells""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""12-20"", ""advanced"": ""25+""}"
327,Overhead Plate Presses,both,1. Hold plate sides. 2. Press overhead.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
328,Overhead Plate Squats,both,1. Hold plate overhead. 2. Squat.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
329,Overhead Triceps Stretch,both,1. Elbow up. 2. Hand down back. 3. Gentle pull.,15,false,Stretching,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
330,Overhead Water Bottle Squats,both,1. Hold bottles overhead. 2. Squat.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
331,Palloff Press  Oblique Iso Hold,both,1. Cable at side. 2. Press handle forward. 3. Resist rotation.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
332,Partial  Half Squats,both,1. Squat half way down.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
333,Pelvic Tilt With Marching,both,1. Lie flat. 2. Flatten back (tilt). 3. March legs.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
334,Piriformis Stretch,both,1. Figure 4 stretch seated or lying.,15,false,Stretching,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
335,Pistol  Single  One Leg Extended Arm Squats,both,1. One leg stand. 2. Other leg forward. 3. Squat fully. 4. Stand.,3,true,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
336,Plank,both,1. Forearms/toes. 2. Straight line.,3,false,Bodyweight,Home,"[""None (Bodyweight)""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
337,Plank Jacks  Extended Leg,both,1. Plank. 2. Jump feet wide and in.,3,false,Bodyweight,Home,"[""None (Bodyweight)""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
338,Plank Knee to Elbow,both,1. Plank. 2. Knee to same/opposite elbow.,3,false,Bodyweight,Home,"[""None (Bodyweight)""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
339,Plank Leg Lifts,both,1. Plank. 2. Lift one leg.,3,false,Bodyweight,Home,"[""None (Bodyweight)""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
340,Plank Rolls  Planks,both,1. Plank. 2. Rotate to side plank. 3. Return.,3,false,Bodyweight,Home,"[""None (Bodyweight)""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
341,Plank Scapula Push Ups  Planks Scaps,both,1. Forearm plank. 2. Squeeze blades.,3,false,Bodyweight,Home,"[""None (Bodyweight)""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
342,Plank Shoulder Taps  Planks,both,1. Hand plank. 2. Tap shoulder.,3,false,Bodyweight,Home,"[""None (Bodyweight)""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
343,Plank to Push-Up  Pushups  Walking Plank Up-Downs,both,1. Elbow plank. 2. Push up to hands. 3. Drop back down.,3,false,Bodyweight,Home,"[""None (Bodyweight)""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
344,Planks  Reaches,both,1. Plank. 2. Reach arm forward.,3,false,Bodyweight,Home,"[""None (Bodyweight)""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
345,Plate Overhead Walking Lunges,both,1. Plate overhead. 2. Walking lunge.,3,false,Bodyweight,Home,"[""None (Bodyweight)""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
346,Playground - Swing  Swings,both,1. Sit on swing. 2. Pump legs to swing.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
347,Power Skips,both,1. Skip high.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
348,Powerbag  Sandbag Good Mornings,both,1. Bag on back. 2. Hinge hips.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
349,Powerbag  Sandbag Lunges,both,1. Bag on back/front. 2. Lunge.,3,false,Bodyweight,Home,"[""None (Bodyweight)""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
350,Powerbag  Sandbag Squats,both,1. Bear hug or back carry. 2. Squat.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
351,Prone  Lying Knee Bends,both,1. Lie on stomach. 2. Bend knee to bring heel to butt. 3. Lower.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
352,Prone  Lying Leg Lifts,both,1. Lie on stomach. 2. Lift straight leg up.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
353,Prone  Lying Resistance Band Knee Bends,both,1. Band around ankles. 2. Lie on stomach. 3. Curl heel to butt against resistance.,3,false,Strength,Gym,"[""Resistance Band""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
354,Pull-ups  Pullups,both,"1. Hang from bar, overhand grip. 2. Pull chest to bar. 3. Lower fully.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
355,Push-ups  Pushups,both,1. Plank position. 2. Lower chest to floor. 3. Press up.,3,false,Bodyweight,Home,"[""None (Bodyweight)""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
356,Rack Pulls,both,1. Barbell on rack pins (knee height). 2. Grip bar. 3. Lockout hips to stand tall.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
357,Ragdoll  Forward Bend  Fold Stretch  Toe Touches,both,1. Stand. 2. Hinge forward. 3. Let torso hang heavy. 4. Grab elbows.,15,false,Stretching,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
358,Raised One-Legged  Leg Push Ups  Push-ups,both,1. Pushup position. 2. Lift one leg. 3. Pushup.,3,false,Bodyweight,Home,"[""None (Bodyweight)""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
359,Rear Delt Machine Flyes,both,1. Face machine. 2. Arms straight. 3. Pull handles back.,3,false,Strength,Gym,"[""Machine""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
360,Renegade  Alternating Plank  Commando Rows,both,1. Plank on DBs. 2. Row one DB to hip. 3. Switch.,3,true,Bodyweight,Home,"[""None (Bodyweight)""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
361,Resistance  Weighted Crunches,both,1. Hold plate on chest. 2. Crunch.,3,false,Bodyweight,Home,"[""None (Bodyweight)""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
362,Resistance Band Bent Over Rows,both,1. Stand on band. 2. Hinge. 3. Row handles.,3,false,Strength,Gym,"[""Resistance Band""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
363,Resistance Band Bicep Curls,both,1. Stand on band. 2. Curl.,3,false,Strength,Gym,"[""Resistance Band""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
364,Resistance Band Calf Stretch,both,1. Sit. 2. Band around toe. 3. Pull.,15,false,Stretching,Gym,"[""Resistance Band""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
365,Resistance Band Chest Opener  Stretch,both,1. Hold band wide. 2. Pull apart across chest.,15,false,Stretching,Gym,"[""Resistance Band""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
366,Resistance Band Chest Press,both,1. Band behind back. 2. Press forward.,3,false,Strength,Gym,"[""Resistance Band""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
367,Resistance Band Clam Shells,both,1. Band above knees. 2. Lie side. 3. Open knees.,3,false,Strength,Gym,"[""Resistance Band""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
368,Resistance Band Deadlifts,both,1. Stand on band loops. 2. Hinge. 3. Grip and stand.,3,false,Strength,Gym,"[""Resistance Band""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
369,Resistance Band Dorsi Flexion,both,1. Band anchored far away. 2. Loop over toe. 3. Pull toe to shin.,3,false,Strength,Gym,"[""Resistance Band""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
370,Resistance Band Glute Bridges,both,1. Band above knees. 2. Bridge up. 3. Push knees out.,3,false,Strength,Gym,"[""Resistance Band""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
371,Resistance Band Glute Kickbacks,both,1. Kick leg back against band.,3,false,Strength,Gym,"[""Resistance Band""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
372,Resistance Band Lateral  Side Raises  Shoulder Abductions,both,1. Stand on band. 2. Raise side.,3,true,Strength,Gym,"[""Resistance Band""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
373,Resistance Band Lying Leg Extensions,both,1. Lie flat. 2. Band on foot. 3. Press out.,3,false,Strength,Gym,"[""Resistance Band""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
374,Resistance Band Plantar Flexion  Ankle Pumps,both,1. Hold band. 2. Loop foot. 3. Press gas pedal.,3,false,Strength,Gym,"[""Resistance Band""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
375,Resistance Band Push-ups  Pushups,both,"1. Band across back, ends in hands. 2. Pushup.",3,false,Strength,Gym,"[""Resistance Band""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
376,Resistance Band Shoulder Front Raises,both,1. Stand on band. 2. Raise front.,3,false,Strength,Gym,"[""Resistance Band""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
377,Resistance Band Side Steps,both,1. Band around ankles/knees. 2. Step side.,3,true,Strength,Gym,"[""Resistance Band""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
378,Resistance Band Squat and Overhead Press,both,1. Stand on band. 2. Rack at shoulders. 3. Squat. 4. Press.,3,false,Strength,Gym,"[""Resistance Band""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
379,Resistance Band Squats,both,1. Stand on band. 2. Hold at shoulders. 3. Squat.,3,false,Strength,Gym,"[""Resistance Band""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
380,Resistance Band Standing Shoulder Press  Overhead Press,both,1. Stand on band. 2. Press overhead.,3,false,Strength,Gym,"[""Resistance Band""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
381,Resistance Band Tricep Kickbacks,both,1. Anchor band. 2. Hinge. 3. Extend arm back.,3,false,Strength,Gym,"[""Resistance Band""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
382,Resistance Band Tricep Overhead Extensions,both,1. Step on band (rear foot). 2. Arms overhead. 3. Extend.,3,false,Strength,Gym,"[""Resistance Band""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
383,Reverse Bench Crunches,both,1. Lie specific bench. 2. Hold head end. 3. Lift hips.,3,false,Strength,Gym,"[""Bench""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
384,Reverse Cable Flyes  Crossovers,both,1. High pulleys (cross hands). 2. Pull apart.,3,false,Strength,Gym,"[""Cable Machine""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
385,Reverse Crunch,both,1. Floor. 2. Knees to chest. 3. Lift hips.,3,false,Bodyweight,Home,"[""None (Bodyweight)""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
386,Reverse Dumbbell Lunges,both,1. Stand. 2. Step back. 3. Lower.,3,false,Strength,Gym,"[""Dumbbells""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""12-20"", ""advanced"": ""25+""}"
387,Reverse Flyes,both,1. Hinge. 2. Open arms.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
388,Reverse Grip Barbell Push ups  Press Ups,both,1. Fingers point to feet (Planche lean). 2. Pushup.,3,false,Strength,Gym,"[""Barbell""]",true,kg,"{""beginner"": ""20-40"", ""intermediate"": ""50-80"", ""advanced"": ""100+""}"
389,Reverse Grip EZ Curl Bar Curls,both,1. Palms down. 2. Curl.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
390,Reverse Plank Kicks  Planks,both,1. Reverse plank (face up). 2. Kick leg.,3,false,Bodyweight,Home,"[""None (Bodyweight)""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
391,Reverse Shoulder Stretch,both,1. Hands behind back (clasp). 2. Lift.,15,false,Stretching,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
392,Reverse Triceps Bench Press,both,1. Reverse grip. 2. Press.,3,false,Strength,Gym,"[""Bench""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
393,Roman Chair  Hyperextension Bench Side Bends,both,1. Side hip on pad. 2. Lower torso. 3. Raise.,3,true,Strength,Gym,"[""Bench""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
394,Romanian Deadlifts,both,1. Hinge hips back. 2. Bar down legs. 3. Stretch hams. 4. Drive up.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
395,Rope Climb,both,1. Grab rope. 2. Pull/Climb.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
396,Rope Jumping  Jump rope  Skipping,both,1. Bounce. 2. Swing rope.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
397,Roundhouse  Side Kicks,both,1. Chamber knee. 2. Strike with heel/blade.,3,true,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
398,Russian  Mason  V-Sit Twists,both,1. V-Sit. 2. Touching floor side to side.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
399,Samson  Lunge Stretch,both,1. Lunge. 2. Interlace fingers overhead. 3. Lean back/side.,15,false,Stretching,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
400,Scapula  Scap Pulls  Pull ups,both,1. Hang. 2. Pull shoulders down (reverse shrug).,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
401,Scarecrows,both,1. Hinge forward. 2. Raise elbows to 90 deg. 3. Rotate hands up then down.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
402,Scorpion Stretch,both,"1. Lie on stomach, arms wide. 2. Lift one leg and reach gently across body to opposite hand.",15,false,Stretching,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
403,Seal Jacks,both,"1. Start feet together, hands forward. 2. Jump wide, open arms wide. 3. Jump together, clap hands.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
404,Seated  Chair Calf Raises,both,1. Sit on chair. 2. Place weight on knees (DBs). 3. Raise heels.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
405,Seated Alternating Incline Bench Dumbbell Curls,both,1. Incline bench (60 deg). 2. Sit back. 3. Curl.,3,true,Strength,Gym,"[""Dumbbells"", ""Bench""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""12-20"", ""advanced"": ""25+""}"
406,Seated Ankle Circles  Rotations  Rolls,both,1. Sit. 2. Lift foot. 3. Rotate ankle.,15,false,Stretching,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
407,Seated Ankle Stretches,both,1. Sit. 2. Cross leg. 3. Use hand to gently pull foot.,15,false,Stretching,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
408,Seated Arnold Dumbbell Press,both,1. Sit. 2. DBs at shoulders palms in. 3. Press and rotate to palms fwd.,3,false,Strength,Gym,"[""Dumbbells""]",true,kg,"{""beginner"": ""5-10"", ""intermediate"": ""12-20"", ""advanced"": ""25+""}"
409,Seated Barbell Military Press,both,1. Sit in rack. 2. Unrack bar. 3. Press overhead.,3,false,Strength,Gym,"[""Barbell""]",true,kg,"{""beginner"": ""20-40"", ""intermediate"": ""50-80"", ""advanced"": ""100+""}"
410,Seated Bench Leg Pull-Ins  Flat Bench Knee-ups,both,1. Sit on edge of bench. 2. Lean back. 3. Pull knees to chest.,3,false,Strength,Gym,"[""Bench""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
411,Seated Bent Over Rear Delt Raises,both,1. Sit on edge. 2. Chest to knees. 3. Fly arms back.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
412,Seated Cat Cow,both,1. Hands on knees. 2. Round spine (exhale). 3. Arch spine (inhale).,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
413,Seated Chair Knee  Leg Extensions,both,1. Sit tall. 2. Straighten one leg.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
414,Seated Chair Leg Extensions,both,1. Sit. 2. Extend leg.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
415,Seated Cross Body Shoulder Stretches,both,1. Arm across chest. 2. Pull with other arm.,15,false,Stretching,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
416,Seated Dual  Front Raises,both,1. Sit. 2. Raise DBs to front.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
